Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2022;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Homme;133.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Homme;1.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Femme;0.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Femme;13.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Femme;295.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Homme;3.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.7.1
2022;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Femme;3.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Femme;665.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Homme;2.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Homme;0.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Homme;135.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Femme;179.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Homme;10.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Femme;19.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Femme;2.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Homme;10.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Homme;447.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Femme;266.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Homme;676.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Homme;1.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Femme;0.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Homme;1.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Femme;1.0;nombre;§1.7.1
2021;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Femme;11.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Femme;0.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Femme;234.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Femme;641.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Homme;136.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Homme;2.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Homme;1.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Femme;0.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Femme;20.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Homme;419.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Femme;185.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Femme;2.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Homme;13.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Homme;686.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Homme;0.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Homme;12.0;nombre;§1.7.1
2020;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Femme;19.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Femme;616.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Homme;2.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Femme;7.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Homme;9.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Homme;405.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Homme;0.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Homme;10.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Femme;17.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Femme;193.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Homme;0.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Femme;0.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Homme;649.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Homme;157.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Femme;207.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Femme;0.0;nombre;§1.7.1
2019;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Femme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Homme;634.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Femme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Homme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Femme;14.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Femme;237.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Femme;592.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Homme;2.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Femme;189.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Homme;178.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Femme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Femme;5.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Homme;405.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Femme;1.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Homme;0.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Homme;8.0;nombre;§1.7.1
2018;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Homme;12.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Homme;363.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Homme;636.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Homme;3.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Homme;187.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Homme;0.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Homme;4.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Femme;23.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Cadre;Femme;1.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Exécution;Homme;7.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Statutaires;Cadre;Femme;163.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Statutaires;Maîtrise;Femme;575.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Statutaires;Exécution;Femme;236.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDI;Exécution;Femme;1.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Homme;0.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Cadre;Femme;0.0;nombre;§1.7.1
2017;EDF SA;France;Salariés en situation de handicap;Non Statutaires CDD;Maîtrise;Femme;10.0;nombre;§1.7.1
