Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Homme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Femme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Femme;0.0;Nombre;§4.1.5
2020;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Execution;Homme;190.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Cadre;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Maitrise;Femme;913.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Cadre;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Maitrise;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Cadre;Femme;138.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Maitrise;Homme;843.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Maitrise;Femme;1.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Cadre;Homme;196.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Execution;Femme;45.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Execution;Homme;204.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Maitrise;Femme;1.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Cadre;Femme;140.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Maitrise;Femme;1022.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Execution;Femme;53.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Femme;1.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Cadre;Homme;219.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Cadre;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Maitrise;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Maitrise;Homme;913.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Cadre;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Maitrise;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Execution;Femme;56.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Cadre;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Cadre;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Maitrise;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Execution;Homme;212.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Cadre;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Maitrise;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;Execution;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Cadre;Femme;157.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Maitrise;Homme;938.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Cadre;Homme;239.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;Maitrise;Femme;1065.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;Execution;Femme;0.0;Nombre;§4.1.5
