Année;Perimètre juridique;Perimètre spatial;Indicateur;Collège;Plage M3E;Genre;Valeur;Unité;Chapitre du bilan social
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Homme;3076.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Homme;15391.0;Nombre;§5.1.3
2021;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Homme;17983.0;Nombre;§5.1.3
2021;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Femme;1396.0;Nombre;§5.1.3
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Homme;6747.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Femme;2179.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Homme;2071.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Femme;6451.0;Nombre;§5.1.3
2021;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Femme;5811.0;Nombre;§5.1.3
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Femme;423.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Homme;2391.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Homme;6510.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Homme;4492.0;Nombre;§5.1.3 bis
2021;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Femme;425.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Femme;5281.0;Nombre;§5.1.3
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Femme;864.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Homme;6225.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Femme;2037.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Femme;1520.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Femme;372.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Femme;1046.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Homme;0.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Homme;814.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Femme;321.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Homme;1910.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Homme;3136.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Homme;6332.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Femme;1963.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Femme;0.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Homme;13098.0;Nombre;§5.1.3
2020;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Homme;17046.0;Nombre;§5.1.3
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Homme;4026.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Femme;5240.0;Nombre;§5.1.3
2020;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Homme;2437.0;Nombre;§5.1.3
2020;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Femme;1474.0;Nombre;§5.1.3
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Homme;5693.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Femme;2381.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Femme;1491.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Homme;1993.0;Nombre;§5.1.3 bis
2020;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Homme;2452.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Homme;6951.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Femme;2938.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Homme;4634.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Femme;1975.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Femme;2745.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Homme;16619.0;Nombre;§5.1.3
2019;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Femme;6909.0;Nombre;§5.1.3
2019;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Femme;6832.0;Nombre;§5.1.3
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Femme;441.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Femme;2591.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Femme;1236.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Femme;0.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Femme;1830.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Homme;1239.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Femme;1193.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Homme;6990.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Homme;2392.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Homme;18773.0;Nombre;§5.1.3
2019;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Homme;2888.0;Nombre;§5.1.3
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Homme;2570.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Homme;3432.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Homme;3266.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Femme;1670.0;Nombre;§5.1.3
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Femme;461.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Homme;6807.0;Nombre;§5.1.3 bis
2019;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Homme;0.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Femme;2984.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Homme;7062.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Femme;2925.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Femme;7323.0;Nombre;§5.1.3
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Femme;1213.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Homme;6987.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Homme;3575.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Femme;482.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Femme;7683.0;Nombre;§5.1.3
2018;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Femme;2334.0;Nombre;§5.1.3
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Femme;0.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Homme;2731.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Femme;4186.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Homme;4756.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Homme;7273.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Homme;2582.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Femme;1448.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Homme;17177.0;Nombre;§5.1.3
2018;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Homme;19607.0;Nombre;§5.1.3
2018;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Homme;3550.0;Nombre;§5.1.3
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Homme;1284.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Femme;515.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Homme;2628.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Femme;2151.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Femme;2892.0;Nombre;§5.1.3 bis
2018;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Homme;0.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Femme;7264.0;Nombre;§5.1.3
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Femme;539.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Homme;7240.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Femme;8103.0;Nombre;§5.1.3
2017;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Femme;2508.0;Nombre;§5.1.3
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Homme;2631.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Homme;5021.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;D;Femme;2257.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Femme;3158.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Femme;2728.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;Cadres;;Homme;17461.0;Nombre;§5.1.3
2017;EDF SA;France;Salariés ayant suivi au moins un stage;Exécution;;Homme;3620.0;Nombre;§5.1.3
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Homme;6892.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;C;Femme;2853.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;G;Homme;7601.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;A;Homme;1375.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;B;Femme;1160.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Homme;3476.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Femme;1578.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;Sans plage;Homme;4185.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;Maitrise;;Homme;20045.0;Nombre;§5.1.3
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;E;Femme;493.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;F;Femme;3106.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;H;Homme;2705.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Homme;0.0;Nombre;§5.1.3 bis
2017;EDF SA;France;Salariés ayant suivi au moins un stage;;I;Femme;2.0;Nombre;§5.1.3 bis
