Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2023;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Homme;20.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Cadre;;311234.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Femme;87925.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Homme;1894.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Homme;72.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Femme;0.0;heures;§1.8.7
2022;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Homme;696819.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Femme;12994.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Homme;272.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Femme;2825.0;heures;§1.8.3
2022;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Exécution;;31882.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Cadre;;7932.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Cadre;;1239.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Femme;90000.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Homme;200884.0;heures;§1.8.7
2022;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Femme;575088.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Homme;1350518.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Femme;927417.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Homme;230921.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Femme;270669.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.3
2022;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Cadre;;111182.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Homme;145781.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Femme;2256.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Femme;82.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Maîtrise;;133970.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Homme;20837.0;heures;§1.8.7
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Femme;16901.0;heures;§1.8.7
2022;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Homme;11210.0;heures;§1.8.3
2022;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Femme;0.0;heures;§1.8.3
2022;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Maîtrise;;176515.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Exécution;;14345.0;heures;§1.8.6
2022;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.7
2021;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Homme;1200336.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Homme;206512.0;heures;§1.8.3
2021;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Femme;92996.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Femme;2276.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Femme;26.0;heures;§1.8.7
2021;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Femme;308197.0;heures;§1.8.3
2021;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Cadre;;7539.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Maîtrise;;93814.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Homme;22094.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Homme;30.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Femme;0.0;heures;§1.8.7
2021;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Femme;9169.0;heures;§1.8.3
2021;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Exécution;;44338.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Cadre;;88303.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Homme;195603.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Femme;19310.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.7
2021;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Homme;609194.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Femme;2325.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Femme;0.0;heures;§1.8.3
2021;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Cadre;;303498.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Maîtrise;;204612.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Homme;147575.0;heures;§1.8.7
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Homme;1772.0;heures;§1.8.7
2021;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Femme;524325.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Femme;907171.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Homme;7522.0;heures;§1.8.3
2021;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Homme;0.0;heures;§1.8.3
2021;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Exécution;;11650.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Cadre;;791.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2021;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Femme;91113.0;heures;§1.8.7
2020;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Homme;601415.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Homme;1166190.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Homme;75.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Femme;3636.0;heures;§1.8.3
2020;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Cadre;;337576.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Homme;145590.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Homme;180885.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Femme;1824.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Femme;26.0;heures;§1.8.7
2020;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Homme;200099.0;heures;§1.8.3
2020;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Maîtrise;;198842.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Cadre;;60772.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Femme;91574.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Femme;19805.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Homme;1421.0;heures;§1.8.7
2020;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Femme;472401.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Femme;273955.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Femme;227.0;heures;§1.8.3
2020;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Cadre;;866.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Femme;90218.0;heures;§1.8.7
2020;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Femme;883276.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Femme;10327.0;heures;§1.8.3
2020;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.3
2020;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Cadre;;6161.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Homme;21209.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.7
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Femme;0.0;heures;§1.8.7
2020;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Homme;8551.0;heures;§1.8.3
2020;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Exécution;;44209.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Maîtrise;;552.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Maîtrise;;59890.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Exécution;;8681.0;heures;§1.8.6
2020;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Homme;0.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Maîtrise;;219746.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Cadre;;7514.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Maîtrise;;64608.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Maîtrise;;64.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Homme;164942.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.7
2019;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Homme;602720.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Femme;1016967.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Homme;233229.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Femme;337.0;heures;§1.8.3
2019;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Exécution;;55396.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Exécution;;9691.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Femme;2172.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Homme;24.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Femme;0.0;heures;§1.8.7
2019;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Femme;508143.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Femme;2931.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.3
2019;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Cadre;;58427.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Homme;25198.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Homme;1594.0;heures;§1.8.7
2019;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Homme;1174652.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Femme;349184.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Homme;8112.0;heures;§1.8.3
2019;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Femme;13881.0;heures;§1.8.3
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Homme;203829.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Femme;107229.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Femme;0.0;heures;§1.8.7
2019;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Homme;464.0;heures;§1.8.3
2019;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Cadre;;355560.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Cadre;;450.0;heures;§1.8.6
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Femme;105849.0;heures;§1.8.7
2019;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Femme;26345.0;heures;§1.8.7
2018;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Femme;427852.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Femme;451.0;heures;§1.8.3
2018;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Cadre;;772.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Homme;132214.0;heures;§1.8.7
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Cadre;Femme;218293.0;heures;§1.8.7
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Homme;735.0;heures;§1.8.7
2018;EDF SA;France;Absence pour maladie;Statutaires;Exécution;Homme;274729.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Femme;2700.0;heures;§1.8.3
2018;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Cadre;;1887.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Exécution;;8827.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Homme;20247.0;heures;§1.8.7
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Exécution;Femme;48808.0;heures;§1.8.7
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Cadre;Femme;1260.0;heures;§1.8.7
2018;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Homme;631623.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Statutaires;Cadre;Femme;487320.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Femme;1091794.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Femme;12650.0;heures;§1.8.3
2018;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Cadre;;56710.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Statutaires;Maîtrise;Homme;166330.0;heures;§1.8.7
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Maîtrise;Homme;0.0;heures;§1.8.7
2018;EDF SA;France;Absence pour congés autorisés (événements familiaux, congés mères de famille, congés spéciaux…);Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.7
2018;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Cadre;Homme;4973.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Exécution;Homme;0.0;heures;§1.8.3
2018;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Maîtrise;;220728.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Exécution;;74783.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Maîtrise;;0.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de maternité ou d'adoption;Non Statutaires CDI;Exécution;;0.0;heures;§1.8.6
2018;EDF SA;France;Absence pour congé de paternité et d'accueil de l'enfant;Statutaires;Maîtrise;;66725.0;heures;§1.8.6
2018;EDF SA;France;Absence pour maladie;Statutaires;Maîtrise;Homme;1196240.0;heures;§1.8.3
2018;EDF SA;France;Absence pour maladie;Non Statutaires CDI;Maîtrise;Homme;80.0;heures;§1.8.3
2018;EDF SA;France;Absence pour congé de maternité ou d'adoption;Statutaires;Cadre;;357899.0;heures;§1.8.6
