Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2020;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Homme;195.0;nombre;§1.3.3
2020;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Femme;44.0;nombre;§1.3.3
2020;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Femme;1.0;nombre;§1.3.3
2020;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Femme;8.0;nombre;§1.3.3
2020;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Femme;333.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Cadre;Homme;112.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Cadre;Femme;48.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Homme;184.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Exécution;Homme;0.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Exécution;Femme;0.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Maîtrise;Homme;527.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Femme;33.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Homme;0.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Homme;49.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Exécution;Homme;35.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Exécution;Femme;3.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Femme;1.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Femme;19.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Maîtrise;Femme;501.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Homme;484.0;nombre;§1.3.3
2019;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Femme;305.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Cadre;Homme;105.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Exécution;Femme;3.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Exécution;Femme;0.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Homme;31.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Femme;15.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Maîtrise;Femme;448.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Exécution;Homme;51.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Femme;27.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Femme;2.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Femme;352.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Exécution;Homme;0.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Maîtrise;Homme;486.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Homme;492.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Cadre;Femme;52.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Homme;186.0;nombre;§1.3.3
2018;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Homme;2.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Cadre;Homme;143.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Maîtrise;Homme;0.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Exécution;Homme;0.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Maîtrise;Homme;522.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Maîtrise;Femme;446.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Femme;70.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Exécution;Homme;79.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Femme;12.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Homme;558.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Maîtrise;Homme;283.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Homme;0.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Cadre;Femme;0.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Maîtrise;Femme;0.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDI;Exécution;Femme;0.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Cadre;Homme;17.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Cadre;Femme;58.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Statutaires;Exécution;Femme;9.0;nombre;§1.3.3
2017;EDF SA;France;Embauches de salariés de moins de 25 ans;Non statutaires CDD;Exécution;Femme;367.0;nombre;§1.3.3
